company,year,is_financial,sector,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash
포스코인터내셔널,2013,0,,17108578034000.0,158871871000.0,132993497000.0,8268621927000,6038372959000,2230248968000,
포스코인터내셔널,2014,0,,20407753120000.0,376066859000.0,176385469000.0,9340867224000,6966136732000,2374730492000,
포스코인터내셔널,2015,0,,17526906326000.0,368804258000.0,108577876000.0,8043303770000,5622114580000,2421189190000,
포스코인터내셔널,2016,0,,16492090197000.0,318139080000.0,122212627000.0,8288782432000,5785130162000,2503652270000,
포스코인터내셔널,2017,0,,22571653747000.0,401313863000.0,166818739000.0,9169985984000,6317509903000,2852476081000,
포스코인터내셔널,2018,0,,25173939721000.0,472623104000.0,115741119000.0,9881020333000,6991481795000,2889538538000,
포스코인터내셔널,2019,0,,24422574846000.0,605317746000.0,202398051000.0,8959415088000,5911354252000,3048060836000,
포스코인터내셔널,2020,0,,21472386358000.0,474478289000.0,229524209000.0,8328038736000,5167165003000,3160873733000,
포스코인터내셔널,2021,0,,33948864785000.0,585385807000.0,356487962000.0,10770734147000,7258594219000,3512139928000,
포스코인터내셔널,2022,0,,37989588330000.0,902507009000.0,604912380000.0,12516336931000,8118209853000,4398127078000,
포스코인터내셔널,2023,0,,33132821374000.0,1163112035000.0,680419303000.0,16617748008000,9992986028000,6624761980000,
포스코인터내셔널,2024,0,,32340793124000.0,1116921237000.0,503409725000.0,17336325971000,9986863050000,7349462921000,
포스코퓨처엠,2013,0,,1329930524958.0,74265392117.0,58029930105.0,630406330126,177995690648,452410639478,
포스코퓨처엠,2014,0,,1371066436273.0,94956901128.0,73290205193.0,721599926350,206785398222,514814528128,
포스코퓨처엠,2015,0,,1221228000895.0,56012559855.0,32168380149.0,717505710640,179281052065,538224658575,
포스코퓨처엠,2016,0,,1117704662075.0,85342098190.0,44528772820.0,723863094248,154463437780,569399656468,
포스코퓨처엠,2017,0,,1197158860569.0,103960741855.0,103959563440.0,835840209317,183650481947,652189727370,
포스코퓨처엠,2018,0,,1383593537088.0,106299428279.0,132752043977.0,947629179353,189497465099,758131714254,
포스코퓨처엠,2019,0,,1483769011914.0,89854950156.0,101163401402.0,1730132565095,723814621859,1006317943236,
포스코퓨처엠,2020,0,,1566235713095.0,60269659752.0,29747509154.0,2088053324226,1064436010090,1023617314136,
포스코퓨처엠,2021,0,,1989542181862.0,121675892582.0,133761698843.0,3922480303898,1484050371607,2438429932291,
포스코퓨처엠,2022,0,,3301915805063.0,165871669943.0,121928567124.0,4637476140189,1986831501348,2650644638841,
포스코퓨처엠,2023,0,,4759871486264.0,35882185999.0,4435219953.0,6334593297871,3723127307788,2611465990083,
포스코퓨처엠,2024,0,,3699944235821.0,721245866.0,-231338259262.0,7932459834018,4611953968440,3320505865578,
풍산,2013,0,,3022001154974.0,133112472719.0,60503279673.0,2684089620805,1691703383836,992386236969,
풍산,2014,0,,3000256079591.0,127592391116.0,73734125524.0,2859105520745,1810726113870,1048379406875,
풍산,2015,0,,2819677315024.0,111054253564.0,51652436370.0,2607569918760,1514575545563,1092994373197,
풍산,2016,0,,2831770051549.0,217800764150.0,137705682599.0,2714949031495,1480106423223,1234842608272,
풍산,2017,0,,2944963083170.0,241068224146.0,150694834888.0,2729495591735,1420361198004,1309134393731,
풍산,2018,0,,2774499774993.0,107501136708.0,62100098363.0,2668117561064,1288793217601,1379324343463,
풍산,2019,0,,2451305535330.0,41142663278.0,17625569038.0,2562507866141,1178693551157,1383814314984,
풍산,2020,0,,2593636025736.0,121208786517.0,71907050762.0,2552025017070,1105623742384,1446401274686,
풍산,2021,0,,3509498278523.0,314125035707.0,243387043769.0,3148260459261,1462625455417,1685635003844,
풍산,2022,0,,4372982501228.0,231619553412.0,175261942564.0,3395297191796,1553056946285,1842240245511,
풍산,2023,0,,4125263947257.0,228636480718.0,156440326543.0,3660628679317,1694674158819,1965954520498,
풍산,2024,0,,4554411454633.0,323768893078.0,236045982790.0,4096582596724,1897280647817,2199301948907,
하나금융지주,2021,1,금융_은행,,,3581582000000.0,502445270000000,466945930000000,35499340000000,
하나금융지주,2022,1,금융_은행,,,3639410000000.0,568603280000000,530975132000000,37628148000000,
하나금융지주,2023,1,금융_은행,,,3468356000000.0,591925995000000,551744278000000,40181717000000,
하나금융지주,2024,1,금융_은행,,,3768529000000.0,637847513000000,594270586000000,43576927000000,
하이브,2018,0,,301371824000.0,79930598000.0,-70465579000.0,205529168000,118269634000,87259534000,
하이브,2019,0,,587224478000.0,98742469000.0,72424095000.0,362989836000,189466915000,173522921000,
하이브,2020,0,,796283397000.0,145515649000.0,87061118000.0,1924442638000,725503228000,1198939410000,
하이브,2021,0,,1255926483000.0,190247657000.0,140834607000.0,4728915303000,1842330260000,2886585043000,
하이브,2022,0,,1776153957000.0,236907930000.0,48032125000.0,4870434315000,1941754310000,2928680005000,
하이브,2023,0,,2178088207000.0,295643307000.0,183449559000.0,5345681487000,2235766519000,3109914968000,
하이브,2024,0,,2255648536000.0,184045287000.0,-3431847000.0,5479186860000,1965408202000,3513778658000,
하이트진로,2013,0,,1897468863524.0,161051460938.0,79103047861.0,3553146711201,2170025901248,1383120809953,
하이트진로,2014,0,,1872333382745.0,93703353570.0,21253791241.0,3422364424374,2094436006828,1327928417546,
하이트진로,2015,0,,1907480759547.0,133987373328.0,53360071975.0,3460482406084,2135882406915,1324599999169,
하이트진로,2016,0,,1890232768003.0,124005913762.0,38447238559.0,3401085182093,2109181984361,1291903197732,
하이트진로,2017,0,,1889910216355.0,87249748641.0,12735965796.0,3507595838307,2290086564836,1217509273471,
하이트진로,2018,0,,1885626108724.0,90442082687.0,22272352563.0,3428143514612,2265764980049,1162378534563,
하이트진로,2019,0,,2035063966997.0,88246563619.0,-42394951310.0,3270859605479,2237663548924,1033196056555,
하이트진로,2020,0,,2256322945848.0,198478557062.0,86628492346.0,3297783698841,2223505552748,1074278146093,
하이트진로,2021,0,,2202903850371.0,174111104900.0,71771637523.0,3631051439683,2537892111011,1093159328672,
하이트진로,2022,0,,2497554821448.0,190571249139.0,86816258840.0,3333438311387,2172409936540,1161028374847,
하이트진로,2023,0,,2520181551629.0,123919983380.0,35511119931.0,3358347205530,2242471577188,1115875628342,
하이트진로,2024,0,,2599183408023.0,208141871425.0,95735005249.0,3441538598928,2292042901576,1149495697352,
한국가스공사,2013,0,,38062712699352.0,1488206912653.0,-203638808850.0,43666375501010,34733596500302,8932779000708,
한국가스공사,2014,0,,37284866761125.0,1071906156200.0,447222938586.0,46772022424901,37047646953693,9724375471208,
한국가스공사,2015,0,,26052723827797.0,1007812098118.0,319190289818.0,42385339683322,32328396263967,10056943419355,
한국가스공사,2016,0,,21108115739226.0,917634127035.0,-673557722674.0,39927835678475,30541349919237,9386485759238,
한국가스공사,2017,0,,22172305487411.0,1033936616381.0,-1191735429100.0,37139439444281,28999025482472,8140413961809,
한국가스공사,2018,0,,26185037650646.0,1276858676410.0,526744603689.0,39689691576431,31191707143191,8497984433240,
한국가스공사,2019,0,,24982639514904.0,1334514162004.0,58269151996.0,39311854557705,31165333774702,8146520783003,
한국가스공사,2020,0,,20833721595457.0,898855103216.0,-160683052530.0,35909774516082,28174619094112,7735155421970,
한국가스공사,2021,0,,27520756430324.0,1239699333407.0,964522139121.0,43669902324183,34550566518376,9119335805807,
한국가스공사,2022,0,,51724286632369.0,2463421952045.0,1497008012582.0,62424983096053,52014242784013,10410740312040,
한국가스공사,2023,0,,44555995015027.0,1553418857598.0,-747428633334.0,57254666338284,47428628235286,9826038102998,
한국가스공사,2024,0,,38388740000000.0,3003363000000.0,1148985000000.0,57669637000000,46843281000000,10826356000000,
한국금융지주,2021,1,금융_증권,,,1764554047156.0,82036577890168,74608457222400,7428120667768,
한국금융지주,2022,1,금융_증권,,,639808461785.0,86308574156762,78602833042174,7705741114588,
한국금융지주,2023,1,금융_증권,,,708063414580.0,95901185591112,87456133489762,8445052101350,
한국금융지주,2024,1,금융_증권,,,1045868641939.0,109220199166181,99485650231644,9734548934537,
한국전력공사,2013,0,,54037795000000.0,1518965000000.0,174306000000.0,155527334000000,104076598000000,51450736000000,
한국전력공사,2014,0,,57474883000000.0,5787565000000.0,2798967000000.0,163708289000000,108883279000000,54825010000000,
한국전력공사,2015,0,,58957722000000.0,11346732000000.0,13416373000000.0,175257359000000,107314884000000,67942475000000,
한국전력공사,2016,0,,60190384000000.0,12001599000000.0,7148327000000.0,177837042000000,104786497000000,73050545000000,
한국전력공사,2017,0,,59814862000000.0,4953152000000.0,1441394000000.0,181788915000000,108824274000000,72964641000000,
한국전력공사,2018,0,,60627610000000.0,-208001000000.0,-1174498000000.0,185249061000000,114156299000000,71092762000000,
한국전력공사,2019,0,,59172890000000.0,-1276521000000.0,-2263535000000.0,197597792000000,128708143000000,68889649000000,
한국전력공사,2020,0,,58569314000000.0,4086275000000.0,2092469000000.0,203142111000000,132475265000000,70666846000000,
한국전력공사,2021,0,,60574819000000.0,-5860143000000.0,-5229225000000.0,211108870000000,145797021000000,65311849000000,
한국전력공사,2022,0,,71257863000000.0,-32655153000000.0,-24429108000000.0,234804994000000,192804738000000,42000256000000,
한국전력공사,2023,0,,88219461000000.0,-4541648000000.0,-4716144000000.0,239714965000000,202450215000000,37264750000000,
한국전력공사,2024,0,,93398896000000.0,8364710000000.0,3621968000000.0,246807795000000,205444962000000,41362833000000,
한국타이어앤테크놀로지,2013,0,,7069237652714.0,1031006495441.0,735031886365.0,7776713390835,3852577581072,3924135809763,
한국타이어앤테크놀로지,2014,0,,6680847700909.0,1031636563475.0,699295189116.0,8320082168585,3803608990900,4516473177685,
한국타이어앤테크놀로지,2015,0,,6428172502457.0,884990087910.0,656504240787.0,9496138131978,4355349929486,5140788202492,
한국타이어앤테크놀로지,2016,0,,6621762292163.0,1103227758751.0,879090215731.0,9621973238753,3660493919044,5961479319709,
한국타이어앤테크놀로지,2017,0,,6812857982362.0,793431771814.0,606456841401.0,9518786151144,3145279905934,6373506245210,
한국타이어앤테크놀로지,2018,0,,6795088815835.0,702650599990.0,530380683888.0,9796442247019,3006129279194,6790312967825,
한국타이어앤테크놀로지,2019,0,,6883268577435.0,543964831621.0,429614534254.0,10164607903070,2977390789500,7187217113570,
한국타이어앤테크놀로지,2020,0,,6453071785362.0,628270555481.0,385205382320.0,10658547888637,3246400366409,7412147522228,
한국타이어앤테크놀로지,2021,0,,7141136827775.0,642192906442.0,604335535937.0,11703918122819,3498782297830,8205135824989,
한국타이어앤테크놀로지,2022,0,,8394203036511.0,705818089039.0,705774525978.0,12581364159005,3705654911026,8875709247979,
한국타이어앤테크놀로지,2023,0,,8939621475507.0,1327945320791.0,728792952155.0,12763305688360,3133752512020,9629553176340,
한국타이어앤테크놀로지,2024,0,,9411947926996.0,1762260288101.0,1131097818215.0,15849744509888,4654891700069,11194852809819,
한국항공우주,2013,0,,1983266000000.0,70729000000.0,36545000000.0,1951527000000,1047302000000,904225000000,
한국항공우주,2014,0,,2328613000000.0,189342000000.0,132380000000.0,2108950000000,1108250000000,1000700000000,
한국항공우주,2015,0,,3039737000000.0,379703000000.0,259193000000.0,2808158000000,1593708000000,1214450000000,
한국항공우주,2016,0,,2946331000000.0,320092000000.0,264801000000.0,2980840000000,1535264000000,1445576000000,
한국항공우주,2017,0,,2072249142312.0,-208873254329.0,-235185852776.0,3166223008512,2025817851673,1140405156839,
한국항공우주,2018,0,,2786023511399.0,146382520066.0,55539464108.0,3755863511022,2702957417629,1052906093393,
한국항공우주,2019,0,,3110157574663.0,275564427840.0,168292166221.0,4367135608525,3183974946284,1183160662241,
한국항공우주,2020,0,,2825136012824.0,139524243361.0,72313949881.0,5159070657348,3924790737693,1234279919655,
한국항공우주,2021,0,,2562283675152.0,58259436460.0,53272528569.0,5855223992714,4557779985276,1297444007438,
한국항공우주,2022,0,,2786888282702.0,141617667318.0,115919395720.0,7772406693424,6319189867558,1453216825866,
한국항공우주,2023,0,,3819344382446.0,247510483155.0,221401119895.0,7139576928721,5519636411444,1619940517277,
한국항공우주,2024,0,,3633742105840.0,240718310400.0,170895410977.0,8025538409393,6298361527272,1727176882121,
한미약품,2013,0,,730133509597.0,61895244571.0,50534447712.0,880869228715,417954179558,462915049157,
한미약품,2014,0,,761279849468.0,34452014224.0,43295070634.0,1033334526415,444088360598,589246165817,
한미약품,2015,0,,1317534519130.0,211799975638.0,162060447333.0,1722592752818,977784819047,744807933771,
한미약품,2016,0,,882724835492.0,26771865368.0,30299647921.0,1596970589389,862453634938,734516954451,
한미약품,2017,0,,916586234608.0,82163675888.0,68973581262.0,1660934086136,868509824482,792424261654,
한미약품,2018,0,,1015962250114.0,83573576285.0,34156165932.0,1691209668597,901953197486,789256471111,
한미약품,2019,0,,1113649783994.0,103877846130.0,63867247550.0,1913706257532,1091444832633,822261424899,
한미약품,2020,0,,1075853605008.0,48976342021.0,17289714876.0,1882026593387,1050137118495,831889474892,
한미약품,2021,0,,1203185652812.0,125415874751.0,81478223722.0,1936728687294,1008469278529,928259408765,
한미약품,2022,0,,1331546600126.0,158090311455.0,101558192480.0,1924585730838,915359048755,1009226682083,
한미약품,2023,0,,1490887463726.0,220691065020.0,165366177835.0,1898668375968,798457731813,1100210644155,
한미약품,2024,0,,1495501575568.0,216186188006.0,140431062099.0,2020840493653,780088902015,1240751591638,
한진칼,2013,0,,241375289751.0,28978680711.0,16178208177.0,1425205736634,668056959803,757148776831,
한진칼,2014,0,,624969749149.0,75525031540.0,324085760996.0,2416821443836,791565564171,1625255879665,
한진칼,2015,0,,722309231518.0,74278876068.0,-193723899362.0,2315048938843,846537512824,1468511426019,
한진칼,2016,0,,991024369234.0,98977829886.0,-422943694079.0,2062032035718,955546724280,1106485311438,
한진칼,2017,0,,1149657255468.0,115286289305.0,229432996896.0,2775783759727,1062253606935,1713530152792,
한진칼,2018,0,,1304892514563.0,108792138047.0,-12795633993.0,2850066743347,1126137598352,1723929144995,
한진칼,2019,0,,1203497716660.0,-3881273804.0,-260570998880.0,2693659191237,1272981765136,1420677426101,
한진칼,2020,0,,408827146481.0,-221140549162.0,-341532739427.0,3488569253234,1824304096307,1664265156927,
한진칼,2021,0,,395278013105.0,-195175723509.0,-35695759409.0,3754742183026,1930524163632,1824218019394,
한진칼,2022,0,,200336082220.0,14487192387.0,659568334244.0,3915077621174,1339020434490,2576057186684,
한진칼,2023,0,,275726817725.0,42843084229.0,388329013825.0,3784921894235,931046374471,2853875519764,
한진칼,2024,0,,292157342000.0,49192742000.0,512176366000.0,4207157981000,893997036000,3313160945000,
한화손해보험,2021,1,금융_보험,,,94867381537.0,20284988079286,18825405054947,1459583024339,
한화손해보험,2022,1,금융_보험,,,187263661938.0,17173511589408,13942309499679,3231202089729,
한화손해보험,2023,1,금융_보험,,,212756867457.0,18115263746011,14769484441908,3345779304103,
한화손해보험,2024,1,금융_보험,,,315967449038.0,19834160583099,16881077312368,2953083270731,
한화솔루션,2013,0,,7863554072028.0,97894084627.0,-79539939602.0,12807062089618,8350337271868,4456724817750,
한화솔루션,2014,0,,8055333189002.0,141260282956.0,11390166122.0,12597023733415,7817545449047,4779478284368,
한화솔루션,2015,0,,8036991362167.0,337012931388.0,180415766483.0,13852619722836,8921461334624,4931158388212,
한화솔루션,2016,0,,9258832683954.0,779218090575.0,770943675548.0,13817913129303,8349586420374,5468326708929,
한화솔루션,2017,0,,9341813226373.0,756410990517.0,834534179123.0,13649487899740,7462014737362,6187473162378,
한화솔루션,2018,0,,9046041904194.0,354345747966.0,160444990066.0,15231475447557,9004379085506,6227096362051,
한화솔루션,2019,0,,9503286226445.0,378325667351.0,-248864999187.0,15681128868341,9875281658412,5805847209929,
한화솔루션,2020,0,,9195008128360.0,594183118076.0,301722374169.0,15137319821657,9169604331158,5967715490499,
한화솔루션,2021,0,,10725192384822.0,738347655292.0,616328220396.0,20007572194182,11806325074949,8201247119233,
한화솔루션,2022,0,,13653948104906.0,966247380110.0,366023151112.0,23831697412977,13934785853643,9896911559334,
한화솔루션,2023,0,,13288744762930.0,604528962904.0,-155257718254.0,24492909473815,15482363318996,9010546154819,
한화솔루션,2024,0,,12394023649010.0,-300237959946.0,-1368980474463.0,30036831374114,19429975219652,10606856154462,
한화에어로스페이스,2013,0,,2629768827621.0,96034911791.0,133038653841.0,3434224083597,1729443481319,1704780602278,
한화에어로스페이스,2014,0,,2615618108499.0,7861224305.0,-118181869522.0,3601728499145,1958676389623,1643052109522,
한화에어로스페이스,2015,0,,2613405506139.0,-59560268060.0,6244417206.0,4107930433923,1862814913893,2245115520030,
한화에어로스페이스,2016,0,,3518876664698.0,150726416229.0,345869269060.0,5652438366206,3311673751474,2340764614732,
한화에어로스페이스,2017,0,,4215471442145.0,82908571814.0,-47748078675.0,5747573160594,3566619939625,2180953220969,
한화에어로스페이스,2018,0,,4453176623308.0,53177339126.0,49251058766.0,7396686212948,4760935791485,2635750421463,
한화에어로스페이스,2019,0,,5264114375095.0,165225934743.0,162427318272.0,8708410720271,5853055428024,2855355292247,
한화에어로스페이스,2020,0,,5321444270673.0,243947058546.0,164739761653.0,9464815678256,6475090147420,2989725530836,
한화에어로스페이스,2021,0,,6415087932347.0,383046885903.0,301762016281.0,11045830630560,7114272103768,3931558526792,
한화에어로스페이스,2022,0,,6539605817572.0,377215126599.0,152027954710.0,15157301978809,11233518424948,3923783553861,
한화에어로스페이스,2023,0,,9359005981309.0,691114682400.0,976918345793.0,19542899925708,14858674607799,4684225317909,
한화에어로스페이스,2024,0,,11240121484118.0,1731878825342.0,2539873460538.0,43336873685473,31972556938163,11364316747310,
한화투자증권,2021,1,금융_증권,,,144126968419.0,11791027414662,9920841050333,1870186364329,
한화투자증권,2022,1,금융_증권,,,-54867378075.0,12111249518203,10555667496176,1555582022027,
한화투자증권,2023,1,금융_증권,,,9298482501.0,13250183608173,11677138582440,1573045025733,
한화투자증권,2024,1,금융_증권,,,38890352038.0,14018124416878,12311894368683,1706230048195,
현대건설,2013,0,,13852042000000.0,704097000000.0,499389000000.0,14666501000000,9532257000000,5134244000000,
현대건설,2014,0,,17276480000000.0,829195000000.0,479340000000.0,18244600000000,11457294000000,6787306000000,
현대건설,2015,0,,19233180000000.0,1089328000000.0,663778000000.0,19350103000000,11959465000000,7390638000000,
현대건설,2016,0,,18825015000000.0,1158959000000.0,731713000000.0,19873443000000,11748798000000,8124645000000,
현대건설,2017,0,,16887090000000.0,986105000000.0,371564000000.0,18431902000000,9958964000000,8472938000000,
현대건설,2018,0,,16730894000000.0,839989000000.0,535303000000.0,18054609000000,9762753000000,8291856000000,
현대건설,2019,0,,17278792000000.0,859667000000.0,573331000000.0,18226972000000,9511990000000,8714982000000,
현대건설,2020,0,,16970859000000.0,548972000000.0,227697000000.0,17939274000000,9172896000000,8766378000000,
현대건설,2021,0,,18065534000000.0,753504000000.0,554377000000.0,19637264000000,10207973000000,9429291000000,
현대건설,2022,0,,21239082000000.0,574902000000.0,470876000000.0,20911708000000,10987431000000,9924277000000,
현대건설,2023,0,,29651357000000.0,785430000000.0,654281000000.0,23714495000000,13258980000000,10455515000000,
현대건설,2024,0,,32670268000000.0,-1263420000000.0,-766221000000.0,27005385000000,17335972000000,9669413000000,
현대글로비스,2013,0,,12861255452693.0,636909385503.0,481280885266.0,5069219085179,2735382512701,2333836572478,
현대글로비스,2014,0,,13922020908396.0,644629115875.0,536239893955.0,6196213723167,3425138662081,2771075061086,
현대글로비스,2015,0,,14671209542520.0,698026757210.0,376786373554.0,7478514338676,4381749162290,3096765176386,
현대글로비스,2016,0,,15340631691891.0,728791166248.0,505707468911.0,7967477349520,4490031219941,3477446129579,
현대글로비스,2017,0,,16358289275041.0,727070498474.0,680453843815.0,8185663711874,4196146497851,3989517214023,
현대글로비스,2018,0,,16865565662638.0,710140105666.0,437373374120.0,8687842635183,4427675606792,4260167028391,
현대글로비스,2019,0,,18270050465618.0,876537578535.0,502322713669.0,10129735810035,5459455695590,4670280114445,
현대글로비스,2020,0,,16519884633100.0,662150585636.0,606142677103.0,10898704436618,5832335783458,5066368653160,
현대글로비스,2021,0,,21779581931003.0,1126245705403.0,783175862240.0,12170928242765,6358516107411,5812412135354,
현대글로비스,2022,0,,26981880971123.0,1798516596130.0,1192805576043.0,13877784500296,6998172212338,6879612287958,
현대글로비스,2023,0,,25683197164064.0,1554032510087.0,1070090664293.0,14725019903938,6941096283685,7783923620253,
현대글로비스,2024,0,,28407374301315.0,1752867442226.0,1099486986046.0,16849145438725,8039781176784,8809364261941,
현대모비스,2013,0,,33242240000000.0,3022413000000.0,3396421000000.0,34430309000000,14237123000000,20193186000000,
현대모비스,2014,0,,35126612000000.0,3141242000000.0,3392512000000.0,39111916000000,15825813000000,23286103000000,
현대모비스,2015,0,,36019749000000.0,2934571000000.0,3040049000000.0,37774833000000,12098593000000,25676240000000,
현대모비스,2016,0,,38261745000000.0,2904692000000.0,3047282000000.0,41711608000000,13153619000000,28557989000000,
현대모비스,2017,0,,35144580000000.0,2024929000000.0,1557723000000.0,41736819000000,12377861000000,29358958000000,
현대모비스,2018,0,,35149219000000.0,2024957000000.0,1888206000000.0,43071132000000,12367704000000,30703428000000,
현대모비스,2019,0,,38048768000000.0,2359257000000.0,2294311000000.0,46606064000000,14196442000000,32409622000000,
현대모비스,2020,0,,36626504000000.0,1830292000000.0,1526850000000.0,48497676000000,15169553000000,33328123000000,
현대모비스,2021,0,,41702184000000.0,2040112000000.0,2362474000000.0,51482537000000,16125063000000,35357474000000,
현대모비스,2022,0,,51906293000000.0,2026531000000.0,2487244000000.0,55406698000000,17599066000000,37807632000000,
현대모비스,2023,0,,59254361000000.0,2295284000000.0,3423309000000.0,58585845000000,17930546000000,40655299000000,
현대모비스,2024,0,,57236995000000.0,3073456000000.0,4060161000000.0,66596905000000,20478673000000,46118232000000,
현대백화점,2013,0,,1533735006000.0,393231023000.0,337566358000.0,5600706253000,2054604439000,3546101814000,
현대백화점,2014,0,,1551860911000.0,363655217000.0,291023905000.0,5683921344000,1894949129000,3788972215000,
현대백화점,2015,0,,1656960042000.0,362826391000.0,280261974000.0,6160846844000,2129966969000,4030879875000,
현대백화점,2016,0,,1831801786000.0,383166436000.0,321112180000.0,6587262226000,2276668481000,4310593745000,
현대백화점,2017,0,,1848140316000.0,393668688000.0,302249519000.0,6777281518000,2159552233000,4617729285000,
현대백화점,2018,0,,1862205782000.0,356659054000.0,287418964000.0,6988562089000,2159469660000,4829092429000,
현대백화점,2019,0,,2198949660000.0,292244731000.0,243010565000.0,6475513616000,2643807874000,3831705742000,
현대백화점,2020,0,,2273151865000.0,135863991000.0,105056700000.0,7564213225000,3674740993000,3889472232000,
현대백화점,2021,0,,3572433182000.0,264365188000.0,233388925000.0,7750389316000,3743568385000,4006820931000,
현대백화점,2022,0,,5014123629000.0,320928734000.0,186026376000.0,9888936977000,5702018783000,4186918194000,
현대백화점,2023,0,,4207452895000.0,303469763000.0,-39776206000.0,11712592639000,5433464917000,6279127722000,
현대백화점,2024,0,,4187614464000.0,284042489000.0,-753549000.0,11217721674000,4983278191000,6234443483000,
현대자동차,2013,0,,87307636000000.0,8315497000000.0,8993497000000.0,133421479000000,76838690000000,56582789000000,
현대자동차,2014,0,,89256319000000.0,7549986000000.0,7649468000000.0,147225117000000,84604552000000,62620565000000,
현대자동차,2015,0,,91958736000000.0,6357906000000.0,6509165000000.0,165367946000000,98486545000000,66881401000000,
현대자동차,2016,0,,93649024000000.0,5193500000000.0,5719653000000.0,178835928000000,106491350000000,72344578000000,
현대자동차,2017,0,,96376079000000.0,4574667000000.0,4546400000000.0,178199454000000,103442100000000,74757354000000,
현대자동차,2018,0,,96812609000000.0,-59322000000.0,374888000000.0,180655752000000,106759742000000,73896010000000,
현대자동차,2019,0,,105746422000000.0,1580164000000.0,2767666000000.0,194512220000000,118146466000000,76365754000000,
현대자동차,2020,0,,103997601000000.0,2394671000000.0,526975000000.0,209344212000000,133003242000000,76340970000000,
현대자동차,2021,0,,117610626000000.0,6678949000000.0,645526000000.0,233946415000000,151330626000000,82615789000000,
현대자동차,2022,0,,142527535000000.0,9819769000000.0,3701958000000.0,255742462000000,164845917000000,90896545000000,
현대자동차,2023,0,,162663579000000.0,15126901000000.0,12272301000000.0,282463355000000,180653915000000,101809440000000,
현대자동차,2024,0,,175231153000000.0,14239592000000.0,13229908000000.0,339798429000000,219522496000000,120275933000000,
현대제철,2013,0,,13532755009374.0,762603055014.0,709398932490.0,29520275369779,16155592193573,13364683176206,
현대제철,2014,0,,16762359710587.0,1491138483488.0,782295355715.0,28933799402148,15119011830333,13814787571815,
현대제철,2015,0,,16132512865309.0,1464141742728.0,739166631634.0,31936433537461,16416434935333,15519998602128,
현대제철,2016,0,,16691511903578.0,1445002081554.0,833978520563.0,32389271862348,16025632841195,16363639021153,
현대제철,2017,0,,19165963848372.0,1367550419719.0,727540143053.0,33373824864352,16338301856344,17035523008008,
현대제철,2018,0,,20780381550301.0,1026089374644.0,407959435202.0,33304917422605,16281783447413,17023133975192,
현대제철,2019,0,,20512590431956.0,331297506282.0,25613298147.0,34366332508379,17132592383734,17233740124645,
현대제철,2020,0,,18023398349630.0,73032437891.0,-440119749803.0,34845040108141,18152008766582,16693031341559,
현대제철,2021,0,,22849920977857.0,2447503013134.0,1505154568208.0,37042298365641,18781894205821,18260404159820,
현대제철,2022,0,,27340601237802.0,1616457125289.0,1038192930309.0,36800955829773,17672412852352,19128542977421,
현대제철,2023,0,,25914760456167.0,798325068073.0,442983461011.0,35218841930044,15722841602022,19496000328022,
현대제철,2024,0,,23226141091217.0,159492008580.0,8814214272.0,34743788025637,15410222889378,19333565136259,
현대해상,2021,1,금융_보험,,,432572359109.0,52818002945135,47809992570177,5008010374958,
현대해상,2022,1,금융_보험,,,1294975508162.0,46252595500839,36744509270264,9508086230575,
현대해상,2023,1,금융_보험,,,607828606638.0,44087986399072,38032594522814,6055391876258,
현대해상,2024,1,금융_보험,,,850533055882.0,48523790593883,43780411936254,4743378657629,
호텔신라,2013,0,,2296998372595.0,86566556566.0,10809989217.0,1712070637084,1033516999179,678553637905,
호텔신라,2014,0,,2908977192335.0,138980016241.0,73482881944.0,1907452204204,1177480185393,729972018811,
호텔신라,2015,0,,3251679551390.0,77150368054.0,18482064635.0,2176705186828,1432755895740,743949291088,
호텔신라,2016,0,,3715311073945.0,78965728348.0,27830465718.0,2040955002593,1379414317857,661540684736,
호텔신라,2017,0,,4011499999472.0,73086158077.0,,2249913438636,1581775583641,668137854995,
호텔신라,2018,0,,4713673210396.0,209105000768.0,,2303742128337,1538678672070,765063456267,
호텔신라,2019,0,,5717306417234.0,295859974844.0,,3527280624051,2607739512729,919541111322,
호텔신라,2020,0,,3188065338010.0,-185280168134.0,,2893842458745,2269886507822,623955950923,
호텔신라,2021,0,,3779129065561.0,118811528171.0,27059370238.0,2656449911686,2079545237446,576904674240,
호텔신라,2022,0,,4922008727369.0,78346330937.0,-50164252064.0,2938544987435,2398761037870,539783949565,
호텔신라,2023,0,,3568466181329.0,91230447816.0,85978496138.0,3006538770202,2398045990017,608492780185,
호텔신라,2024,0,,3947552203343.0,-5184329302.0,-61501483516.0,3813885971903,2529540898565,1284345073338,
효성,2013,0,,12579156963270.0,485912289306.0,-236244456890.0,13593412882871,10919332052652,2674080830219,
효성,2014,0,,12177134354515.0,600346262233.0,291989964756.0,13662073774019,10766805035688,2895268738331,
효성,2015,0,,12458453529733.0,950168850345.0,525890997910.0,14013177864151,10541064325536,3472113538615,
효성,2016,0,,11929113071954.0,1016346708846.0,475401956226.0,14120801414917,10279585009887,3841216405030,
효성,2017,0,,12546410309121.0,770807277329.0,340839217054.0,14534978561488,10671696866127,3863281695361,
효성,2018,0,,2991006158183.0,143483398266.0,3425976747022.0,6407904915731,3705758075892,2702146839839,
